palabra1,palabra2,compuesta,Clase
serving,serving,serving brunch,0
belly,belly,belly bulgogi,0
fresh,fresh,fresh onion,0
sauce,sauce,sauce fry,0
doughnut,doughnut,doughnut special,0
roll,roll,roll unagi,0
fish,fish,fish shrimp,0
free,free,free peanut,0
thai,thai,thai sweet,0
housemade,housemade,housemade sausage,0
filled,filled,filled cream,0
banh,banh,banh grilled,0
cream,cream,cream creamy,0
baked,baked,baked wing,0
pomegranate,pomegranate,pomegranate seed,0
cinnamon,cinnamon,cinnamon tre,0
pineapple,pineapple,pineapple shrimp,0
sauce,sauce,sauce fried,0
coconut,coconut,coconut banana,0
honey,honey,honey strawberry,0
friend,friend,friend ordered,0
scallop,scallop,scallop skewer,0
pizza,pizza,pizza mozzarella,0
scallop,scallop,scallop sauce,0
beef,beef,beef potato,0
crepe,crepe,crepe nutella,0
roll,roll,roll rice,0
fried,fried,fried lamb,0
cake,cake,cake cheesecake,0
peach,peach,peach ice,0
tataki,tataki,tataki seared,0
cake,cake,cake flavor,0
nigiri,nigiri,nigiri roll,0
dish,dish,dish skirt,0
artichoke,artichoke,artichoke black,0
skirt,skirt,skirt served,0
sweet,sweet,sweet cheese,0
kong,kong,kong bubble,0
almond,almond,almond meringue,0
mexican,mexican,mexican style,0
sandwich,sandwich,sandwich meal,0
steakhouse,steakhouse,steakhouse happy,0
tomato,tomato,tomato arugula,0
chicken,chicken,chicken lemon,0
slaw,slaw,slaw fry,0
sausage,sausage,sausage onion,0
steak,steak,steak fish,0
hot,hot,hot fresh,0
maki,maki,maki tray,0
deliciou,deliciou,deliciou hot,0
spinach,spinach,spinach bean,0
huge,huge,huge piece,0
egg,egg,egg style,0
tofu,tofu,tofu crispy,0
taiwanese,taiwanese,taiwanese popcorn,0
cake,cake,cake table,0
chocolate,chocolate,chocolate crumble,0
fresh,fresh,fresh juice,0
artichoke,artichoke,artichoke pizza,0
soup,soup,soup lunch,0
bone,bone,bone strip,0
bread,bread,bread soft,0
cookie,cookie,cookie endoedible,0
super,super,super spicy,0
toasted,toasted,toasted sourdough,0
milk,milk,milk pudding,0
mini,mini,mini red,0
cream,cream,cream black,0
cheeseburger,cheeseburger,cheeseburger angu,0
pizza,pizza,pizza donut,0
roll,roll,roll lunch,0
fresh,fresh,fresh avocado,0
cinnamon,cinnamon,cinnamon bread,0
schnitzel,schnitzel,schnitzel sandwich,0
bread,bread,bread yummy,0
hot,hot,hot cake,0
asparagu,asparagu,asparagu french,0
poutine,poutine,poutine fried,0
raman,raman,raman shoyu,0
spinach,spinach,spinach fetum,0
egg,egg,egg extra,0
crab,crab,crab special,0
deliciou,deliciou,deliciou mixed,0
beer,beer,beer steamed,0
pork,pork,pork pastor,0
coffee,coffee,coffee pizza,0
pork,pork,pork tortum,0
dinner,dinner,dinner pulled,0
special,special,special dessert,0
bagel,bagel,bagel bakery,0
pork,pork,pork coleslaw,0
noodle,noodle,noodle grilled,0
shrimp,shrimp,shrimp egg,0
endoedible,endoedible,endoedible taco,0
deliciou,deliciou,deliciou french,0
cheeseburger,cheeseburger,cheeseburger burger,0
fried,fried,fried dill,0
steam,steam,steam rice,0
toast,toast,toast vanilla,0
citru,citru,citru sauce,0
burger,burger,burger tasty,0
cookie,cookie,cookie tray,0
seafood,seafood,seafood chowder,0
tuna,tuna,tuna super,0
red,red,red crepe,0
sea,sea,sea salted,0
chestnut,chestnut,chestnut cream,0
rice,rice,rice vinegar,0
lime,lime,lime sauce,0
lemon,lemon,lemon seed,0
chocolate,chocolate,chocolate milk,0
milk,milk,milk honey,0
vegan,vegan,vegan nacho,0
crab,crab,crab tempura,0
bulgogi,bulgogi,bulgogi marinated,0
cake,cake,cake almond,0
dry,dry,dry pork,0
boat,boat,boat noodle,0
blackberry,blackberry,blackberry raspberry,0
shredded,shredded,shredded coconut,0
perfect,perfect,perfect food,0
cheese,cheese,cheese cabbage,0
strawberry,strawberry,strawberry blackberry,0
fresh,fresh,fresh cheese,0
deliciou,deliciou,deliciou salad,0
frozen,frozen,frozen strawberry,0
salad,salad,salad perfect,0
served,served,served frozen,0
radish,radish,radish cilantro,0
pancake,pancake,pancake egg,0
sesame,sesame,sesame beef,0
soft,soft,soft bone,0
fresh,fresh,fresh sushi,0
home,home,home sweet,0
chocolate,chocolate,chocolate toffee,0
grill,grill,grill goat,0
pie,pie,pie chip,0
caramel,caramel,caramel candied,0
brioche,brioche,brioche egg,0
lemongrass,lemongrass,lemongrass chicken,0
kimchi,kimchi,kimchi seafood,0
smoked,smoked,smoked lamb,0
noodle,noodle,noodle thai,0
crust,crust,crust margheritum,0
salad,salad,salad love,0
marshmallow,marshmallow,marshmallow hot,0
cute,cute,cute cupcake,0
sauce,sauce,sauce house,0
grass,grass,grass steak,0
prosciutto,prosciutto,prosciutto mushroom,0
grilled,grilled,grilled lobster,0
cake,cake,cake fresh,0
warm,warm,warm brown,0
grilled,grilled,grilled organic,0
breakfast,breakfast,breakfast buffet,0
super,super,super cheesy,0
breakfast,breakfast,breakfast meal,0
pretzel,pretzel,pretzel bite,0
tomato,tomato,tomato aged,0
sweet,sweet,sweet tasty,0
salmon,salmon,salmon soft,0
noodle,noodle,noodle combo,0
fresh,fresh,fresh noodle,0
avocado,avocado,avocado house,0
salad,salad,salad scallop,0
crispy,crispy,crispy deliciou,0
salsa,salsa,salsa house,0
tempura,tempura,tempura bento,0
meal,meal,meal vega,0
minced,minced,minced beef,0
ball,ball,ball soup,0
chocolate,chocolate,chocolate coffee,0
appetizer,appetizer,appetizer poke,0
grilled,grilled,grilled cod,0
bourbon,bourbon,bourbon syrup,0
nacho,nacho,nacho pizza,0
stuffed,stuffed,stuffed ricottum,0
cheese,cheese,cheese filling,0
pizza,pizza,pizza happy,0
cup,cup,cup hazelnut,0
buffet,buffet,buffet plate,0
sauce,sauce,sauce dressing,0
chicken,chicken,chicken falafel,0
soy,soy,soy marinated,0
banana,banana,banana bacon,0
mushroom,mushroom,mushroom ravioli,0
onion,onion,onion bacon,0
oxtail,oxtail,oxtail fried,0
hazelnut,hazelnut,hazelnut brownie,0
moco,moco,moco gravy,0
sauce,sauce,sauce lemon,0
savoy,savoy,savoy sorbet,0
potato,potato,potato cheddar,0
meringue,meringue,meringue donut,0
mexican,mexican,mexican roll,0
rib,rib,rib shrimp,0
dried,dried,dried cherry,0
bean,bean,bean steamed,0
fry,fry,fry bacon,0
poke,poke,poke tuna,0
apricot,apricot,apricot peach,0
toast,toast,toast tea,0
ranch,ranch,ranch chicken,0
spicy,spicy,spicy meat,0
small,small,small serving,0
cauliflower,cauliflower,cauliflower soup,0
shrimp,shrimp,shrimp cake,0
pomodoro,pomodoro,pomodoro basil,0
cream,cream,cream special,0
crispy,crispy,crispy wing,0
cheesy,cheesy,cheesy cheese,0
asada,asada,asada quesadilla,0
double,double,double dog,0
salad,salad,salad bacon,0
curry,curry,curry coconut,0
cake,cake,cake endoedible,0
sour,sour,sour iberico,0
cheese,cheese,cheese sunny,0
tomato,tomato,tomato ricottum,0
fresh,fresh,fresh topping,0
salad,salad,salad lemon,0
bread,bread,bread salad,0
wrap,wrap,wrap organic,0
sriracha,sriracha,sriracha aioli,0
mocha,mocha,mocha chocolate,0
dinner,dinner,dinner burnt,0
cream,cream,cream lime,0
belly,belly,belly pickled,0
wing,wing,wing special,0
hamachi,hamachi,hamachi roll,0
indian,indian,indian food,0
guacamole,guacamole,guacamole salsa,0
ball,ball,ball deliciou,0
half,half,half sandwich,0
chicken,chicken,chicken mango,0
egg,egg,egg nigiri,0
dough,dough,dough flavor,0
mango,mango,mango juice,0
cheese,cheese,cheese rice,0
cold,cold,cold sandwich,0
salty,salty,salty deliciou,0
beef,beef,beef ground,0
masala,masala,masala paneer,0
roll,roll,roll muffin,0
tuna,tuna,tuna marinated,0
salad,salad,salad toast,0
brew,brew,brew steakhouse,0
sauce,sauce,sauce grilled,0
matcha,matcha,matcha croissant,0
cooked,cooked,cooked shrimp,0
thai,thai,thai cashew,0
happy,happy,happy dessert,0
tea,tea,tea set,0
shrimp,shrimp,shrimp fry,0
strawberry,strawberry,strawberry champagne,0
food,food,food spicy,0
taco,taco,taco mexican,0
scallop,scallop,scallop salmon,0
kimchi,kimchi,kimchi shrimp,0
bbq,bbq,bbq combo,0
burger,burger,burger brew,0
pancake,pancake,pancake short,0
fry,fry,fry pork,0
cilantro,cilantro,cilantro aioli,0
almond,almond,almond fudge,0
dessert,dessert,dessert mignardise,0
coconut,coconut,coconut mousse,0
special,special,special happy,0
swirl,swirl,swirl ice,0
bacon,bacon,bacon caramel,0
chicken,chicken,chicken piccatum,0
savoy,savoy,savoy dessert,0
curry,curry,curry pad,0
cha,cha,cha grilled,0
order,order,order deliciou,0
grass,grass,grass beef,0
yogurt,yogurt,yogurt dressing,0
parmesan,parmesan,parmesan deliciou,0
caramelized,caramelized,caramelized pecan,0
plate,plate,plate lunch,0
egg,egg,egg fresh,0
lobster,lobster,lobster noodle,0
food,food,food cold,0
onion,onion,onion roll,0
cheese,cheese,cheese panini,0
monster,monster,monster oreo,0
fry,fry,fry vegan,0
craftkitchen,craftkitchen,craftkitchen carrot,0
nutella,nutella,nutella ice,0
coleslaw,coleslaw,coleslaw beer,0
poutine,poutine,poutine fry,0
pecan,pecan,pecan vinaigrette,0
hot,hot,hot salad,0
breaded,breaded,breaded fried,0
fresh,fresh,fresh crab,0
baked,baked,baked brie,0
toast,toast,toast bacon,0
sushi,sushi,sushi grill,0
style,style,style sweet,0
brownie,brownie,brownie cheesecake,0
rib,rib,rib plate,0
sandwich,sandwich,sandwich yummy,0
ham,ham,ham swiss,0
avocado,avocado,avocado crema,0
oreo,oreo,oreo caramel,0
baklava,baklava,baklava pistachio,0
sandwich,sandwich,sandwich hot,0
plate,plate,plate super,0
seasonal,seasonal,seasonal cheesecake,0
fry,fry,fry black,0
mediterranean,mediterranean,mediterranean baklava,0
watermelon,watermelon,watermelon soft,0
nut,nut,nut raisin,0
cabbage,cabbage,cabbage dumpling,0
pork,pork,pork basil,0
chicken,chicken,chicken fresh,0
caramel,caramel,caramel tart,0
tart,tart,tart raspberry,0
gravy,gravy,gravy sauce,0
pork,pork,pork steak,0
mascarpone,mascarpone,mascarpone cheesecake,0
scallop,scallop,scallop corn,0
turkey,turkey,turkey fry,0
korean,korean,korean short,0
teriyaki,teriyaki,teriyaki sauce,0
mignon,mignon,mignon shrimp,0
fresh,fresh,fresh pizza,0
chorizo,chorizo,chorizo burrito,0
cannoli,cannoli,cannoli pancake,0
falafel,falafel,falafel sandwich,0
fish,fish,fish bite,0
smoked,smoked,smoked pulled,0
cheddar,cheddar,cheddar sausage,0
salad,salad,salad cucumber,0
cheddar,cheddar,cheddar bread,0
pineapple,pineapple,pineapple sorbet,0
tomato,tomato,tomato romaine,0
caramel,caramel,caramel macaroon,0
french,french,french nutella,0
sour,sour,sour shrimp,0
deliciou,deliciou,deliciou chocolate,0
pancake,pancake,pancake bacon,0
bacon,bacon,bacon scallop,0
raman,raman,raman cheese,0
deliciou,deliciou,deliciou special,0
deliciou,deliciou,deliciou bread,0
fiestum,fiestum,fiestum burrito,0
fresh,fresh,fresh crepe,0
falafel,falafel,falafel bite,0
pork,pork,pork duck,0
cheese,cheese,cheese stick,0
chocolate,chocolate,chocolate tre,0
bacon,bacon,bacon butter,0
raman,raman,raman thick,0
sweet,sweet,sweet bun,0
orange,orange,orange beef,0
pork,pork,pork lettuce,0
dessert,dessert,dessert plate,0
cheese,cheese,cheese bowl,0
lamb,lamb,lamb plate,0
black,black,black cake,0
egg,egg,egg burrito,0
doughnut,doughnut,doughnut buttermilk,0
roasted,roasted,roasted salad,0
sweet,sweet,sweet love,0
salad,salad,salad miso,0
sandwich,sandwich,sandwich meat,0
perfect,perfect,perfect bite,0
cake,cake,cake beef,0
gnocchi,gnocchi,gnocchi tomato,0
cake,cake,cake oreo,0
egg,egg,egg huge,0
spicy,spicy,spicy citru,0
bean,bean,bean crepe,0
cake,cake,cake slice,0
tuna,tuna,tuna carpaccio,0
wing,wing,wing fried,0
yummy,yummy,yummy sauce,0
burger,burger,burger grilled,0
taco,taco,taco steak,0
tea,tea,tea smoked,0
salted,salted,salted butter,0
spinach,spinach,spinach quinoa,0
belly,belly,belly beef,0
fried,fried,fried wonton,0
onion,onion,onion toasted,0
beer,beer,beer brunch,0
homemade,homemade,homemade chicken,0
corn,corn,corn spicy,0
brunch,brunch,brunch doughnut,0
scotium,scotium,scotium lobster,0
soy,soy,soy dressing,0
honey,honey,honey sriracha,0
andy,andy,andy cheeseburger,0
cheese,cheese,cheese avocado,0
savory,savory,savory crepe,0
egg,egg,egg garlic,0
vegan,vegan,vegan protein,0
crunch,crunch,crunch chocolate,0
crab,crab,crab nigiri,0
sliced,sliced,sliced banana,0
small,small,small chicken,0
brisket,brisket,brisket bean,0
salad,salad,salad plate,0
chicken,chicken,chicken spinach,0
artichoke,artichoke,artichoke mushroom,0
hamachi,hamachi,hamachi sashimi,0
pear,pear,pear almond,0
strip,strip,strip served,0
roll,roll,roll gyoza,0
deliciou,deliciou,deliciou sashimi,0
style,style,style fish,0
french,french,french style,0
salmon,salmon,salmon quiche,0
black,black,black tiger,0
soba,soba,soba salad,0
seafood,seafood,seafood dumpling,0
tomato,tomato,tomato burratum,0
fresh,fresh,fresh warm,0
sesame,sesame,sesame waffle,0
brew,brew,brew candy,0
salad,salad,salad tempura,0
tomato,tomato,tomato sandwich,0
spinach,spinach,spinach red,0
bread,bread,bread box,0
crispy,crispy,crispy noodle,0
nacho,nacho,nacho sport,0
piece,piece,piece nigiri,0
nigiri,nigiri,nigiri set,0
chocolate,chocolate,chocolate espresso,0
grilled,grilled,grilled ham,0
bread,bread,bread baguette,0
cauliflower,cauliflower,cauliflower steak,0
strawberry,strawberry,strawberry rolled,0
toro,toro,toro caviar,0
fry,fry,fry yummy,0
corn,corn,corn soup,0
doughnut,doughnut,doughnut cinnamon,0
craftkitchen,craftkitchen,craftkitchen banana,0
chile,chile,chile tortilla,0
fry,fry,fry flavor,0
cheese,cheese,cheese sausage,0
taco,taco,taco grilled,0
large,large,large fry,0
teriyaki,teriyaki,teriyaki rice,0
vegan,vegan,vegan tofu,0
cake,cake,cake glaze,0
french,french,french raspberry,0
meringue,meringue,meringue croissant,0
chocolate,chocolate,chocolate sour,0
pepper,pepper,pepper calamari,0
beef,beef,beef flavor,0
cheese,cheese,cheese mustard,0
sauce,sauce,sauce beef,0
bulgogi,bulgogi,bulgogi hot,0
crispy,crispy,crispy chocolate,0
nutella,nutella,nutella muffin,0
beef,beef,beef cabbage,0
mini,mini,mini pizza,0
special,special,special spicy,0
double,double,double meal,0
pizza,pizza,pizza chicken,0
tea,tea,tea fresh,0
celery,celery,celery apple,0
deliciou,deliciou,deliciou topping,0
rice,rice,rice potato,0
chicken,chicken,chicken roasted,0
salmon,salmon,salmon crunch,0
pistachio,pistachio,pistachio crusted,0
citru,citru,citru braised,0
cheesy,cheesy,cheesy chicken,0
spanish,spanish,spanish octopus,0
served,served,served fried,0
happy,happy,happy special,0
charred,charred,charred cauliflower,0
salad,salad,salad cherry,0
mochi,mochi,mochi egg,0
egg,egg,egg pudding,0
beef,beef,beef dumpling,0
fry,fry,fry noodle,0
thai,thai,thai red,0
cheeseburger,cheeseburger,cheeseburger bacon,0
oxtail,oxtail,oxtail rice,0
peanut,peanut,peanut bowl,0
steak,steak,steak pizza,0
breakfast,breakfast,breakfast nacho,0
pepper,pepper,pepper sausage,0
pecan,pecan,pecan pancake,0
big,big,big cookie,0
unique,unique,unique flavor,0
cheese,cheese,cheese rib,0
buttermilk,buttermilk,buttermilk pie,0
seafood,seafood,seafood sushi,0
jasmine,jasmine,jasmine tea,0
veggie,veggie,veggie pie,0
cheese,cheese,cheese turkey,0
brisket,brisket,brisket potato,0
shrimp,shrimp,shrimp wonton,0
dumpling,dumpling,dumpling shrimp,0
pistachio,pistachio,pistachio butter,0
raspberry,raspberry,raspberry jam,0
bacon,bacon,bacon salad,0
bean,bean,bean carrot,0
egg,egg,egg spicy,0
calamari,calamari,calamari shrimp,0
christma,christma,christma meringue,0
bean,bean,bean black,0
special,special,special salad,0
hot,hot,hot cold,0
ravioli,ravioli,ravioli brown,0
egg,egg,egg deliciou,0
bacon,bacon,bacon smoked,0
salmon,salmon,salmon steak,0
bacon,bacon,bacon donut,0
thick,thick,thick bacon,0
cake,cake,cake topped,0
beef,beef,beef mini,0
sauce,sauce,sauce mixed,0
bread,bread,bread sauce,0
salad,salad,salad goat,0
crisp,crisp,crisp onion,0
christma,christma,christma chocolate,0
cooked,cooked,cooked red,0
chicken,chicken,chicken shredded,0
special,special,special pad,0
salt,salt,salt cream,0
brown,brown,brown gravy,0
sandwich,sandwich,sandwich quinoa,0
grilled,grilled,grilled sea,0
shrimp,shrimp,shrimp cracker,0
sandwich,sandwich,sandwich truffle,0
salmon,salmon,salmon tataki,0
bean,bean,bean roasted,0
mushroom,mushroom,mushroom brioche,0
thai,thai,thai coconut,0
rib,rib,rib baked,0
salad,salad,salad vegetarian,0
peanut,peanut,peanut lime,0
fry,fry,fry hot,0
juicy,juicy,juicy fresh,0
coconut,coconut,coconut juice,0
beef,beef,beef herb,0
half,half,half roll,0
squash,squash,squash blossom,0
grilled,grilled,grilled served,0
oreo,oreo,oreo almond,0
mushroom,mushroom,mushroom taco,0
roll,roll,roll house,0
lemongrass,lemongrass,lemongrass pork,0
churro,churro,churro cupcake,0
pear,pear,pear walnut,0
tail,tail,tail tempura,0
special,special,special chinese,0
sweet,sweet,sweet ricottum,0
bacon,bacon,bacon spinach,0
ribeye,ribeye,ribeye crab,0
salmon,salmon,salmon carrot,0
butter,butter,butter fresh,0
pork,pork,pork toro,0
deliciou,deliciou,deliciou rib,0
pork,pork,pork meatball,0
coconut,coconut,coconut cookie,0
spicy,spicy,spicy salami,0
chicken,chicken,chicken french,0
free,free,free vegan,0
homemade,homemade,homemade meatball,0
biscuit,biscuit,biscuit jam,0
oil,oil,oil balsamic,0
waffle,waffle,waffle french,0
chili,chili,chili basil,0
mango,mango,mango black,0
homemade,homemade,homemade cheese,0
sauce,sauce,sauce famou,0
burger,burger,burger home,0
appetizer,appetizer,appetizer order,0
peach,peach,peach pie,0
applewood,applewood,applewood roasted,0
grill,grill,grill meat,0
bacon,bacon,bacon fried,0
topped,topped,topped fire,0
fresh,fresh,fresh chopped,0
fried,fried,fried mozzarella,0
juicy,juicy,juicy dumpling,0
egg,egg,egg sunny,0
bite,bite,bite special,0
dessert,dessert,dessert coconut,0
sushi,sushi,sushi tempura,0
tomato,tomato,tomato bacon,0
deliciou,deliciou,deliciou pork,0
pork,pork,pork corn,0
brioche,brioche,brioche toast,0
beef,beef,beef fry,0
californium,californium,californium burger,0
beef,beef,beef sausage,0
sushi,sushi,sushi piece,0
pepper,pepper,pepper balsamic,0
donut,donut,donut ice,0
fried,fried,fried scallop,0
house,house,house spicy,0
sauce,sauce,sauce fresh,0
belly,belly,belly nacho,0
horseradish,horseradish,horseradish crema,0
lobster,lobster,lobster spaghetti,0
organic,organic,organic mushroom,0
ricottum,ricottum,ricottum organic,0
spicy,spicy,spicy tasty,0
pumpkin,pumpkin,pumpkin ball,0
ball,ball,ball custard,0
shawarma,shawarma,shawarma sandwich,0
strawberry,strawberry,strawberry buttermilk,0
served,served,served potato,0
dumpling,dumpling,dumpling chive,0
duck,duck,duck prosciutto,0
garden,garden,garden roast,0
winterliciou,winterliciou,winterliciou dinner,0
lamb,lamb,lamb tongue,0
carrot,carrot,carrot potato,0
leche,leche,leche flan,0
pork,pork,pork chile,0
linguini,linguini,linguini shrimp,0
white,white,white bean,0
toast,toast,toast box,0
sandwich,sandwich,sandwich french,0
pecan,pecan,pecan ice,0
fried,fried,fried chive,0
seasonal,seasonal,seasonal mushroom,0
fresh,fresh,fresh mushroom,0
salted,salted,salted chocolate,0
curry,curry,curry lunch,0
tray,tray,tray large,0
prosciutto,prosciutto,prosciutto mascarpone,0
roll,roll,roll frosting,0
platter,platter,platter beef,0
shrimp,shrimp,shrimp crawfish,0
sweet,sweet,sweet milk,0
small,small,small burger,0
juicy,juicy,juicy shredded,0
crispy,crispy,crispy taquito,0
sauce,sauce,sauce pickled,0
bean,bean,bean mashed,0
mixed,mixed,mixed fruit,0
seafood,seafood,seafood sea,0
shrimp,shrimp,shrimp onion,0
salted,salted,salted oreo,0
chinese,chinese,chinese grill,0
strawberry,strawberry,strawberry glaze,0
tomato,tomato,tomato cheddar,0
cake,cake,cake doughnut,0
crispy,crispy,crispy wonton,0
scallop,scallop,scallop calamari,0
homemade,homemade,homemade biscuit,0
bagel,bagel,bagel smoked,0
crust,crust,crust cheese,0
steak,steak,steak garlic,0
onion,onion,onion crispy,0
potato,potato,potato gravy,0
old,old,old bay,0
crab,crab,crab burger,0
pastum,pastum,pastum house,0
big,big,big sandwich,0
bread,bread,bread stick,0
shrimp,shrimp,shrimp sashimi,0
bean,bean,bean burger,0
big,big,big bbq,0
onion,onion,onion salad,0
